Customer Name,Address,State,City,Zip,Active,Note,State,Prospect,Location
Del Sol #8,29854 Los Angeles Ave,AZ,Wellton,85356,No,,AZ,,
Del Sol Market #1,670 N Main St,AZ,San Luis,85349,No,,AZ,,
Del Sol Market #12,1930 Juan Sanchez Blvd,AZ,San Luis,85349,No,,AZ,,
DeLaurenti Food and Wine,1435 1st Ave,WA,Seattle,98101,No,,WA,,
Diablo Foods #1,3615 Mt. Diablo,CA,Lafayette,94549,No,,CA,,East Bay
Diamond Food Center,1046 Fresno St,CA,Newman,95360,No,,CA,,
Diekmans Bay Store,"1275 California 1,",CA,Bodega Bay,94923,No,No order for more than 7 months,CA,,Marin County
Dinsmore Store,43819 Hwy 36,CA,Bridgeville,95526,No,,CA,,
Dominic's Red Apple,9627 Des Moines Memorial Dr,WA,Seattle,98108,No,,WA,,
Don Quijote,345 Hanani St,HI,Kailua,96737,No,,HI,,
DRAEGER S SUPER MARKETS,4100 BLACKHAWK PLAZA DR.,CA,DANVILLE,94506,No,No order for more than 7 months,CA,,East bay
DRAEGER S SUPERMARKET NO.1,1010 UNIVERSITY DR,CA,MENLO PARK          ,94025,No,No order for more than 4 months,CA,,peninsula
DRAEGER S SUPERMARKET NO.3,222 E 4TH AVENUE,CA,SAN MATEO,94401,No,No order for more than 4 months,CA,,peninsula
Draeger's Supermarket #2,342 1St. Street,CA,Los Altos,94022,No,,CA,,peninsula
Duty free store SFO Airport,,CA,south san francisco,94080,No,,,,peninsula
Duvall Family Grocer,15215 Brown Avenue NE,WA,Duvall,98019,No,,WA,,
Eat! Drink!,56 Edwards Village Blvd #104,CO,Edwards,81632,No,,CO,,
Edie Gourmet Fromagerie,,,,,No,,,,
Eduardo S,3175 National Ave,CA,San Diego,92113,No,,CA,,
Egg Market,2202 S Santa Fe # 01,CA,Vista,92083,No,,CA,,
El Metate,817 W 19Th St,CA,Costa Mesa,92627,No,,CA,,
El Metate Foods #4,1308 W Edinger Ave,CA,Santa Ana,92704,No,,CA,,
El Metate Foods #5,1086 N State College B,CA,Anaheim,92806,No,,CA,,
El Monte Superstore,2650 Rosemead Blvd,CA,South El Monte,91733,No,,CA,,
El Picador Foods,3702 Del Sol Blvd No B,CA,San Diego,92154,No,,CA,,
El Rancho Market,2886 Mission Drive,CA,Solvang,93463,No,,CA,,Central Coast
El Sol Market,2299 W Adams Ave #114,CA,El Centro,92243,No,,CA,,
El Sol Market #7,1586 S 4Th Street,CA,El Centro,92243,No,,CA,,
El Sol Meat Market,100 W Birch,CA,Calexico,92231,No,,CA,,
El Super #1,5702 Firestone Blvd,CA,South Gate,90280,No,,CA,,
El Super #10,3372 South 6Th Ave,AZ,Tucson,85713,No,,AZ,,
El Super #11,650 North Euclid St,CA,Anaheim,92801,No,,CA,,
El Super #12,9710 Woodman Ave,CA,Arleta,91331,No,,CA,,
El Super #13,1301 E Gage Ave Bldg #A,CA,Los Angeles,90001,No,,CA,,
El Super #14,960 W Arrow Hwy,CA,Covina,91722,No,,CA,,
El Super #15,3321 W Century Bovd,CA,Inglewood,90303,No,,CA,,
El Super #16,10531 S Carmenita Rd,CA,Santa Fe Springs,90670,No,,CA,,
El Super #17,1100 West Slauson Ave,CA,Los Angeles,90044,No,,CA,,
El Super #18,5610 York Blvd,CA,Highland Park,90042,No,,CA,,
El Super #19,7502 W Thomas Rd,AZ,Phoenix,85033,No,,AZ,,
El Super #2,14620 Parthenia Street,CA,Panorama City,91402,No,,CA,,
El Super #20,1255 S Lamb,NV,Las Vegas,89104,No,,NV,,
El Super #21,14601 Lakewood Blvd,CA,Paramount,90723,No,,CA,,
El Super #22,3130 E Thomas Rd,AZ,Phoenix,85018,No,,AZ,,
El Super #23,2445 South Bristol St,CA,Santa Ana,92704,No,,CA,,
El Super #25,3007 Highland Ave,CA,National City,91950,No,,CA,,
El Super #26,2021 E Lake Mead,NV,Las Vegas,89030,No,,NV,,
El Super #27,3211 Firestone,CA,South Gate,90280,No,,CA,,
El Super #3,5646 E Whittier Blvd,CA,Commerce,90022,No,,CA,,
El Super #30,1221 South Anaheim Blvd,CA,Anaheim,92805,No,,CA,,
El Super #31,16950 Foothill Blvd,CA,Fontana,92335,No,,CA,,
El Super #32,9850 Sierra Ave,CA,Fontana,92335,No,,CA,,
El Super #33,3190 East Tulare Street,CA,Fresno,93702,No,,CA,,
El Super #34,24899 Alessandro Blvd,CA,Moreno Valley,92553,No,,CA,,
El Super #35,515 S Riverside Ave,CA,Rialto,92376,No,,CA,,
El Super #36,640 E Boronda Rd,CA,Salinas,93906,No,,CA,,
El Super #37,263 East 9Th Street,CA,San Bernardino,92401,No,,CA,,
El Super #38,1578 West Baseline St,CA,San Bernardino,92411,No,,CA,,
El Super #39,570 S Mount Vernon,CA,San Bernardino,92410,No,,CA,,
El Super #4,3405 E Cesar Chavez Ave,CA,Los Angeles,90063,No,,CA,,
El Super #5,12727 Sherman Way,CA,N. Hollywood,91605,No,,CA,,
El Super #6,3700 W Mcfadden,CA,Santa Ana,92704,No,,CA,,
El Super #7,7000 Alameda St,CA,Huntington Park,90255,No,,CA,,
El Super #8,5127 W Indian School Rd,AZ,Phoenix,85031,No,,AZ,,
El Super #9,1575 E Holt Ave,CA,Pomona,91767,No,,CA,,
El Tapatio Market #101,310 E Florence Ave,CA,Los Angeles,90003,No,,CA,,
El Tapatio Market #102,6039 E Florence Ave,CA,Bell Gardens,90201,No,,CA,,
El Tapatio Market #103,3208 E Florence Ave,CA,Huntington Park,90255,No,,CA,,
El Tapatio Market #106,5800 Van Buren Blvd,CA,Riverside,92503,No,,CA,,
El Tapatio Market #107,1212 Magnolia Ave,CA,Corona,92881,No,,CA,,
El Toro Meat Market,1340 W First St,CA,Santa Ana,92703,No,,CA,,
Elat Glat Market,12431 Burbank Blvd,CA,Valley Village,91607,No,,CA,,
Elephants Delicatessen,115 NW 22nd Ave,OR,Portland,97210,No,,OR,,
Eureka Bakery,Eureka Bakery,CA,San Francisco,94114,No,,,,San Francisco
Euro Style your life,,wa,seattle,98121,No,,,,
Event,,,,,No,,,,
Evergreen Market,429 Crescent St,CA,Greenville,95947,No,,CA,,
Everybody's,325 S. 5th Street,WA,Elma,98541,No,,WA,,
Everybody's Of Raymond,701 Willapa Place,WA,Raymond,98577,No,,WA,,
Fair Deal Mkt-Riverbank,6524 3Rd St,CA,Riverbank,95367,No,,CA,,
Fairhaven Market #25,1401 12th Street,WA,Bellingham,98225,No,,WA,,
FALLETTI S FOODS,308 BRODERICK STREET,CA,SAN FRANCISCO,94117,No,No order for more than 4 months,CA,,San Francisco
Farm Fresh Market,1879 Palm Ave,CA,San Diego,92154,No,,CA,,
Farm Fresh To You,1 Ferry Building,CA,San Francisco,94111,No,,CA,,San Francisco
Farmer Joe's,3426 Fruitvale Avenue,CA,Oakland,94602,No,,CA,,East Bay
Farmer's Market,4525 Shasta Dam Blvd,CA,Central Valley,96019,No,,CA,,
Farmers Food Market,667 N Alta,CA,Dinuba,93618,No,,CA,,
Farmshop,225 26th St. Suite 25,CA,Santa Monica,90402,No,,CA,,
Fields Market,23221 Saticoy St,CA,West Hills,91304,No,,CA,,
Fiesta Foods,1008 E. Nob Hill,WA,Yakima,98901,No,,WA,,
Fiesta Foods - Hermiston,1875 North 1st,OR,Hermiston,97838,No,,OR,,
Fiesta Market,550 Gravenstein Hwy,CA,Sebastapol,95472,No,,CA,,Marin County
Fillmore Bakeshop,1890 Fillmore Street,CA,San Francisco,94115,No,No order for more than 7 months,CA,,San Francisco
Firebaugh Super Market,1125 N Street,CA,Firebaugh,93622,No,,CA,,
Fog City News,455 Market St,CA,San Francisco,94105,No,,CA,,San Francisco
Foley Estates,6121 E Hwy 246,CA,Lompoc,93436,No,,CA,,Central Coast
Food 4 Less Cameron Park,3333 Coach Lane,CA,Cameron Park,95682,No,,CA,,
Food 4 Less Woodland #30,451 Pioneer Avenue,CA,Woodland,95776,No,,CA,,
Food Bowl Market,3035 Cedar St,CA,San Diego,92102,No,,CA,,
Food Emporium,13619 Mukilteo Speedway,WA,Lynnwood,98037,No,,WA,,
Food I,2800 California St,CA,San Francisco,94115,No,,CA,,San Francisco
Food Pantry Eaton Square #1003,"438 Hobron Lane, Ste. 110",HI,Honolulu,96815,No,,HI,,
Food Pantry Waikiki Kuhio #1001,2370 Kuhio Ave.,HI,Honolulu,96815,No,,HI,,
Food Pantry Warehouse #1991,94-522 A Kau St.,HI,Waipahu,96797,No,,HI,,
food stuffs,,,,,No,,,,
Foodland,1501 San Andres St,CA,Santa Barbara,93101,No,,CA,,
Foodland #1 Iga,920 Cardiff Street,CA,San Diego,92114,No,,CA,,
Foodland #2,303 Highland Ave,CA,National City,91950,No,,CA,,
Foodland #3,5075 Federal Blvd,CA,San Diego,92102,No,,CA,,
Foodland #5,3550 National Blvd,CA,San Diego,92113,No,,CA,,
Foodland Aina Haina #3,820 Hind Dr. #101,HI,Honolulu,96821,No,,HI,,
Foodland Ala Moana #11,1450 Ala Moana Rd,HI,Honolulu,96814,No,,HI,,
Foodland Beretania #4,1460 S. Beretania St,HI,Honolulu,96814,No,,HI,,
Foodland Dillingham #18,1505 Dillingham Blvd.,HI,Honolulu,96817,No,,HI,,
Foodland Ewa Beach #16,91-1401 Ft. Weaver Rd,HI,Ewa Beach,96706,No,,HI,,
Foodland Farms Mauna Lani#39,68-1330 Mauna Lani Drive #200,HI,Kohala Coast,96743,No,,HI,,
Foodland Hawaii Kai #15,7192 Kalanianaole Hwy,HI,Honolulu,96825,No,,HI,,
Foodland Kaahumanu #20,90 Kane St,HI,Kahului,96732,No,,HI,,
Foodland Kailua #37,108 Hekili St.,HI,Kailua,96734,No,,HI,,
Foodland Kaneohe #8,45-480 Kaneohe Bay Dr.,HI,Kaneohe,96744,No,,HI,,
Foodland Kea #41,16-586 Old Volcano Rd Ste 102,HI,Kea,96749,No,,HI,,
Foodland Kihei #23,1881 S Kihei Rd,HI,Kihei,96753,No,,HI,,
Foodland Lahaina #22,878 Front St. #6B,HI,Lahaina,96761,No,,HI,,
Foodland Lair #32,55-150 Kamehameha Hwy,HI,Laie,96762,No,,HI,,
Foodland Market City #1,2939 Harding Ave,HI,Honolulu,96816,No,,HI,,
Foodland Mililani #19,95-221 Kipapa Dr.,HI,Mililiani,96789,No,,HI,,
Foodland Pearl City #9,1089 Waimano Home Rd.,HI,Pearl City,96782,No,,HI,,
Foodland Princeville #30,5-4280 Kuhio Hwy,HI,Princeville,96722,No,,HI,,
Foodland Pukalani #24,55 Pukalani St.,HI,Pukalani,96768,No,,HI,,
Foodland Pupukea #27,59-720 Kamehameha Hwy,HI,Haleiwa,96712,No,,HI,,
Foodland School Street #2,414 N. School St.,HI,Honolulu,96817,No,,HI,,
"Foodland Super Market, Limited HQ",3536 Harding Ave.,HI,Honolulu,96816,No,,HI,,
Foodland Supermarket,1326 Main St,CA,Ramona,92065,No,,CA,,
Foodland Wahiawa #10,823 California Ave.,HI,Wahiawa,96876,No,,HI,,
Foodland Waimea #38,Parker Ranch Center #109,HI,Kamuela,96743,No,,HI,,
Foodland Waipio #31,94-1040 Waipio Uka St.,HI,Waipahu,96797,No,,HI,,
Foodland Waipouli #28,4-771 Kuhio Hwy,HI,Kapaa,96746,No,,HI,,
Foodland Warehouse #52,94-155 Leo'Ole Ste. #A101,HI,Waipahu,96797,No,,HI,,
Foodstuffs,,,Evanston,,No,,,,
Forks Thriftway,950 South Forks Avenue,WA,Forks,98331,No,,WA,,
Formaggio Essex,120 Essex Street,NY,New York,10002,No,,NY,,
Formaggio Kitchen,244 Huron Avenue,MA,Cambridge,2138,No,,MA,,
Four Corners Market,1077 N Main,CA,Alturas,96101,No,,CA,,
Fresco Community Markets,5914 Monterey Rd,CA,Los Angeles,90065,No,,CA,,
Fresh Organics,1023 Stanyan Street,CA,San Francisco,94117,No,,CA,,San Francisco
Fresno Community Market #3,4825 E.Olive Avenue,CA,Fresno,93727,No,,CA,,
Friday Harbor Marketplace,515 Market Street,WA,Friday Harbor,98250,No,,WA,,
Front Street Market,80 Front Street South,WA,Issaquah,98027,No,,WA,,
Fuller Market Basket #2,505 S. Tower Street,WA,Centralia,98531,No,,WA,,
G  G’s,111 West Portal Avenue,CA,San Francisco,94127,No,,CA,,San Francisco
G and G Supermarket,1211 W. College Ave,CA,Santa Rosa,95401,No,,CA,,Marin County
G&G Supermarket #2,701 Sonoma Mountain Parkway,CA,Petaluma,94954,No,No order for more than 4 months,CA,,Marin County
Gala Foods,3030 Grape St,CA,San Diego,92102,No,,CA,,
Galleria Market,3250 W Olympic Bvd #100,CA,Los Angeles,90006,No,,CA,,
Gallery of Bliss,25 South Finley Ave,NJ,Basking Ridge,7920,No,,NJ,,
Gallery on Glassell,115 N Glassell St,CA,Newport Beach,92866,No,,CA,,
Galt Super Market HQ,814 A Street,CA,Galt,95632,No,,CA,,
Galt Super Market No 1,814 A Street,CA,Galt,95632,No,,CA,,
Garden Grove Superstore,13861 Brookhurst St,CA,Garden Grove,92843,No,,CA,,
Gardena Supermarket,1012 W Gardena Blvd,CA,Gardena,90247,No,,CA,,
Gardener,1501 Fourth Street,CA,Berkeley,94710,No,,CA,,East Bay
Garguile's Red Apple Mkt,2901 Perry Avenue Suite #1,WA,Bremerton,98310,No,,WA,,
Garibaldi Foods,,,Santa Barbara,,No,,,,
Gayle’s Bakery,,Ca,Capitola,,No,,,,
Gefer Farms Produce Club,822 S San Fernando Rd,CA,Burbank,91502,No,,CA,,
Geiger's Long-Valley Market,449514 Hwy 1,CA,Laytonville,95454,No,,CA,,
Gellner USA,292 Main St. #315,PA,Harleysville,19438,No,,PA,,
Gelsons Market # 1,16400 Ventura Blvd #240,CA,Encino,91436,No,,CA,,
Gelsons Market #10,13455 Maxella Ave,CA,Marina Del Rey,90292,No,,CA,,
Gelsons Market #108,8330 W Santa Monica Bl,CA,Los Angeles,90069,No,No order for more than 7 months,CA,,
Gelsons Market #11,22277 Mulholland Hwy,CA,Calabasas,91302,No,,CA,,
Gelsons Market #114,5877 Franklin Ave,CA,Los Angeles,90028,No,,CA,,
Gelsons Market #12,19500 Plummer St,CA,Northridge,91324,No,No order for more than 7 months,CA,,
Gelsons Market #16,4520 Van Nuys Blvd,CA,Sherman Oaks,91403,No,No order for more than 7 months,CA,,
Gelsons Market #17,3305 State St,CA,Santa Barbara,93105,No,,CA,,
Gelsons Market #18,5521 Alton Pkwy,CA,Irvine,92602,No,No order for more than 7 months,CA,,
Gelsons Market #19,24 Monarch Bay Plaza,CA,Dana Point,92629,No,No order for more than 7 months,CA,,
Gelsons Market #2,16450 Ventura Blvd,CA,Encino,91316,No,No order for more than 7 months,CA,,
Gelsons Market #20,245 E Green Street,CA,Pasadena,91101,No,,CA,,
Gelsons Market #22,2725 Hyperion Ave,CA,Los Angeles,90027,No,,CA,,
Gelsons Market #3,4738 Laurel Canyon Blvd,CA,N Hollywood,91607,No,No order for more than 4 months,CA,,
Gelsons Market #4,10250 Santa Monica Blvd,CA,Los Angeles,90067,No,No order for more than 7 months,CA,,
Gelsons Market #5,5500 Reseda Blvd,CA,Tarzana,91356,No,No order for more than 7 months,CA,,
Gelsons Market #6,1660 San Miguel Dr,CA,Newport Beach,92660,No,,CA,,
Gelsons Market #7,15424 Sunset Blvd,CA,Pacific Palisade,90272,No,,CA,,
Gelsons Market #8,2734 Townsgate Rd,CA,Westlake Village,91361,No,,CA,,
Gene's Fine Foods,2803 Hopyard,CA,Pleasanton,94566,No,,CA,,East Bay
General Food Store,211 N. Valencia,CA,Woodlake,93286,No,,CA,,
GERRARDS MARKET,"705 W. CYPRESS AVE.,",CA,"REDLANDS,           ",92373,No,No order for more than 4 months,CA,,
Gifted Basket,Gifted Basket,CA,San Francisco,94107,No,,,,San Francisco
Gilbert Thomes Jewelry,400 Winslow Way E # C,WA,Bainbridge Island,98110,No,,WA,,
Glazier S Food Marketplace,8525 W Warm Springs,NV,Las Vegas,89113,No,,NV,,
Glen Ellen Village Market,13751 Arnold Dr.,CA,Glen Ellen,95442,No,,CA,,Marin County
Gluten Free Grocery,600 Illinois St,CA,San Francisco,94107,No,,CA,,San Francisco
Gold Bar Family Grocer,1111 Croft Avenue,WA,Gold Bar,98251,No,,WA,,
Golden Farms Market Plaza,6501 San Fernando Rd,CA,Glendale,91201,No,,CA,,
Golden Point Produce,80 Fourth Street,CA,Point Reyes Station,94956,No,,CA,,Marin County
Goldendale Market Fresh IGA,622 East Broadway,WA,Goldendale,98620,No,,WA,,
Gonzalez Market,2230 W Valencia Dr,CA,Fullerton,92833,No,,CA,,
GOOD OPPORTUNITY DEVELOP.,4368 DISTRICT BLVD.,CA,VERNON,90058,No,No order for more than 7 months,CA,,
Goodwin S Market,24089 Lake Gregory Dr,CA,Crestline,92325,No,,CA,,
Goodwin S Organic Fd & Drks,191 W Big Springs Rd,CA,Riverside,92507,No,,CA,,
Gourmet & More,141 Gough Street,CA,San Francisco,94102,No,No order for more than 7 months,CA,,San Francisco
Gourmet Au Bay,913 Hwy 1,CA,Bodega Bay,94923,No,,CA,,Marin County
Gourmet Boutique,10 Huntington Avenue,MA,Boston,2116,No,,MA,,
Gourmet Purveyors International,7930 Alabama Avenue,CA,Canoga Park,91304,No,,,,
GRAND CENTRAL MARKET,2435 CALIFORNIA STREET,CA,SAN FRANCISCO,94115,No,No order for more than 4 months,CA,,San Francisco
Grandview Market,206 N. Euclid,WA,Grandview,98930,No,,WA,,
Granite Falls Market Fresh IGA,115 N. Granite Avenue,WA,Granite Falls,98252,No,,WA,,
Green Frog Market,258 Bernard St,CA,Bakersfield,93305,No,,CA,,
Green Frog Market #2,3711 Columbus Ave,CA,Bakersfield,93306,No,,CA,,
Greene Grape Provisions,753 Fulton St.,NY,Brooklyn,11217,No,,NY,,
Greenwood Market,8500 3rd Avenue N.W.,WA,Seattle,98117,No,,WA,,
Greetings from San Francisco,SFO Terminal 2,CA,San Francisco,94128,No,,CA,,peninsula
Groezingers Wine Merchants,6484 Washington Street STE,CA,Yountville,94599,No,,CA,,Marin County
Grove Market,242 Forest Ave.,CA,Pacific Grove,93950,No,,CA,,
Guadalajara Supermarkets,1600 W Mission Blvd,CA,Pomona,91766,No,,CA,,
Gualala Supermarket,39225 South Hwy 1,CA,Gualala,95445,No,,CA,,
Gundlach Bundschu Winery,2000 Denmark St,CA,Sonoma,95476,No,,CA,,Marin County
H K Supermarket,124 N Western Ave,CA,Los Angeles,90004,No,,CA,,
Haber Family Vineyards,345 Pine Breeze Dr,CA,Angwin,94508,No,,CA,,Marin County
Haggen  #59,18000 NW Evergreen Parkway,OR,Beaverton,97006,No,,OR,,
HAGGEN #13,15751 NE 15TH STREET,WA,BELLEVUE            ,98008,No,No order for more than 4 months,WA,,
Haggen #31,9055 SW Murray Boulevard,OR,Beaverton,97008,No,,OR,,
Haggen #79,19701 Highway 213,OR,Oregon City,97045,No,No order for more than 7 months,OR,,
HAGGEN 11,2814 MERIDIAN,WA,BELLINGHAM,98225,No,No order for more than 4 months,WA,,
HAGGEN 15,757 HAGGEN DRIVE,WA,BURLINGTON,98233,No,No order for more than 4 months,WA,,
HAGGEN 23,20115 74TH AVE NE,WA,ARLINGTON           ,98223,No,No order for more than 7 months,WA,,
HAGGEN 43,210 36TH STREET,WA,BELLINGHAM,98225,No,No order for more than 4 months,WA,,
HAGGEN 53,2900 WOBURN,WA,BELLINGHAM,98226,No,No order for more than 4 months,WA,,
HAGGEN 55,26603 72ND AVE NW,WA,STANWOOD,98292,No,No order for more than 4 months,WA,,
HAGGEN 61,8515 SW TUAL-SHERWOOD RO,OR,TUALATIN,97062,No,No order for more than 7 months,OR,,
HAGGEN 63,1815 MAIN STREET,WA,FERNDALE            ,98248,No,No order for more than 4 months,WA,,
HAGGEN 69,2601 EAST DIVISION,WA,MOUNT VERNON,98273,No,No order for more than 4 months,WA,,
HAGGEN 71,8915 MARKET PLACE NE STE,WA,LAKE STEVENS,98205,No,No order for more than 7 months,WA,,
HAGGEN 77,3711 88TH ST NE,WA,MARYSVILLE,98270,No,No order for more than 4 months,WA,,
Haggen Kitchen,2415 Airport Way South,WA,Seattle,98134,No,,WA,,
Haight Ashbury Market,1530 Haight St,CA,San Francisco,94117,No,No order for more than 7 months,CA,,San Francisco
Hammer & Wikan,1300 Howkan,AK,Petersburg,99833,No,,AK,,
Han Nam Supermarket,2740 W Olympic Blvd,CA,Los Angeles,90006,No,,CA,,
Handy Market,2514 W Magnolia,CA,Burbank,91505,No,,CA,,
Hannah's Bretzel,131 S. Dearborn St.,IL,Chicago,60603,No,,IL,,
Hardester's Market #1,21088 Calistoga St,CA,Middletown,95461,No,,CA,,Marin County
Hardester's Market #2,16295 Hwy 175,CA,Cobb,95426,No,,CA,,
Hardester's Market #3,18983 Hartman Rd,CA,Middletown,95461,No,,CA,,Marin County
Harvest Foods,155 San Marin Drive,CA,Novato,94945,No,,CA,,Marin County
Harvest Ranch #4,1555 Camino Del Mar #203,CA,Del Mar,92014,No,,CA,,
HARVEST RANCH MARKET,759 JAMACHA RD,CA,"EL CAJON,           ",92019,No,No order for more than 4 months,CA,,
Hawaii Super Market,120 E Valley Blvd,CA,San Gabriel,91776,No,,CA,,
Heart of the Home,28 S. Main St,PA,New Hope,18938,No,,PA,,
Hedgerow House,Stuart Canby,CA,Tulare,93274,No,,,,
Heliotrope,806 Valencia St,CA,San Francisco,94110,No,,CA,,San Francisco
Henrys Market,18409 So Avalon Blvd,CA,Carson,90746,No,,CA,,
Heritage Farms,705 W Cypress Ave,CA,Redlands,92373,No,,CA,,
High-Hand Nursery,,,,,No,,,,
Hillside Super Market,28420 Yosemite Spngs Pkw,CA,Coarsegold,93614,No,,CA,,
Hilltop Red Apple Market,2701 Beacon Avenue South,WA,Seattle,98144,No,,WA,,
HiP - Berkeley Coop house,2545 Hillegass Ave,CA,Berkeley,94704,No,,,,East Bay
Hoby's Market Of Scotia,Hwy 101 Alternate,CA,Scotia,95565,No,,CA,,
Hollandia Dairy Inc,622 E Mission Road,CA,San Marcos,92069,No,,CA,,
HOMEGOODS- Bloomfield,BLM:BLOOMFIELD DC#:885,CT,Bloomfield,6002,No,,,,
HOMEGOODS- Brownsburg,IND:BROWNSBURG DC #:887,IN,Brownsburg,46112,No,,,,
HOMEGOODS- Jefferson,JEF: JEFFERSON DC #:884,GA,Jefferson,30549,No,,,,
HOMEGOODS- San Pedro,SAN: SAN PEDRO DC #881,CA,san Pedro,90731,No,,,,
Homesense- Mississauga,3185 American Drive,ONT,Mississauga,L4V1B8,No,,,,
Hometown #2,646 E Street,CA,Chula Vista,91910,No,,CA,,
Hood Canal Market Fresh IGA,24151 Highway 101 N.,WA,Hoodsport,98548,No,,WA,,
Hoonah Trading Co,147 Front Street,AK,Hoonah,99829,No,,AK,,
Howden market,,,,,No,,,,
Howie S Ranch Market,6580 N San Gabriel Bl,CA,San Gabriel,91775,No,,CA,,
Hows Market #3,3035 E Huntington Dr,CA,Pasadena,91107,No,,CA,,
Hows Market #4,30745 Pacific Coast Hwy,CA,Malibu,90265,No,,CA,,
Hows Markets,3055 E Huntington Dr,CA,Pasadena,91107,No,,CA,,
Ibarra S Market,217 N Main St,CA,Lake Elsinore,92530,No,,CA,,
Ibarras Market,1021 N Magnolia Ave,CA,Anaheim,92801,No,,CA,,
Ikeda's California Country Market.,13500 Lincoln Way,CA,Auburn,95604,No,,,,
Imperial Market,3100 E Imperial Hwy1300,CA,Lynwood,90262,No,,CA,,
Indio Village Market,44105 Jackson St,CA,Indio,92201,No,,CA,,
Isla Vista Market,939 Embarcadero Del Mar,CA,Goleta,93117,No,,CA,,
Island Gourmet Markets,201 Waikoloa Beacon,HI,Waikoloa,96738,No,,HI,,
Island Market,469 Market Street,WA,Eastsound,98245,No,,WA,,
Island Pacific Supermarket,8340 Van Nuys Blvd,CA,Panorama City,91402,No,,CA,,
Island Pacific Supermarket Union City,4122 Dyer Street,CA,Union City,94587,No,,CA,,
Island Pacific Supermarket Vallejo,2110 Spring Road,CA,Vallejo,94591,No,,CA,,
Jackson Store,,,,,No,,,,
Jax # 1,11550 Telegraph Rd,CA,Santa Fe Springs,90670,No,,CA,,
Jax Market,1337 E 4Th St,CA,Ontario,91764,No,,CA,,
Jax Market #3,426 N Euclid,CA,Ontario,91762,No,,CA,,
Jay S Market,4000 W Pico Blvd,CA,Los Angeles,90019,No,,CA,,
Jaycee S Market,2511 C St,CA,San Diego,92102,No,,CA,,
Jensen S Minute Shop #302,31987 Hilltop Blvd,CA,Running Springs,92382,No,,CA,,
Jensen S Minute Shoppe,69-900 Frank Sinatra Dr,CA,Rancho Mirage,92270,No,,CA,,
JENSENS FINEST FOODS NO. 2,73601 HIGHWAY 111,CA,PALM DESERT,92260,No,No order for more than 4 months,CA,,
JENSENS FINEST FOODS NO.3,2465 E PALM CYN DR BDG 7,CA,PALM SPRINGS,92264,No,No order for more than 4 months,CA,,
Jensens Market # 105,1340 State Hwy 2,CA,Wrightwood,92397,No,,CA,,
JENSENS MARKET #1,"27264 HIGHWAY 189,",CA,"BLUE JAY,           ",92317,No,No order for more than 4 months,CA,,
Jensens Minute Shoppe,42-150 Cook St Ste A,CA,Palm Desert,92211,No,,CA,,
Jim S Fallbrook Market,5947 Fallbrook Ave,CA,Woodland Hills,91364,No,,CA,,
Jimenez Market,1303 N Main St,CA,Santa Ana,92701,No,,CA,,
Jimenez Market #3,1670 Indian Hill Blvd,CA,Pomona,91767,No,,CA,,
JimTown Store,6706 Highway 128,CA,Healdsburg,95448,No,,CA,,Marin County
Joan’s On third,8346 W Third Street,CA,Los Angeles,90048,No,,CA,,
Johnnies Market,23019 Waters Drive,CA,Crestline,92325,No,,CA,,
Jolt & Bolt,,,,,No,,,,
JONATHANS,7611 FAY AVE.,CA,LA JOLLA,92037,No,No order for more than 4 months,CA,,
Jons #16,12122 Magnolia Blvd,CA,N. Hollywood,91607,No,,CA,,
Jons Market # 14,600 E Colorado Blvd,CA,Glendale,91205,No,,CA,,
Jons Market #17,3963 Cochran Ave,CA,Simi Valley,93063,No,,CA,,
Jons Market #19,7134 Sepulveda Blvd,CA,Van Nuys,91405,No,,CA,,
Jons Market #24,18135 Sherman Way,CA,Reseda,91335,No,,CA,,
Jons Market #25,11072 Magnolia St,CA,Garden Grove,92841,No,,CA,,
Jons Market No 12,1234 N La Brea,CA,Los Angeles,90029,No,,CA,,
Jons Market. # 18,15300 Goldenwest,CA,Westminster,92683,No,,CA,,
Jons Markets #1,3667 W Third St,CA,Los Angeles,90020,No,,CA,,
Jons Markets #11,1601 N Vermont Ave,CA,Los Angeles,90027,No,,CA,,
Jons Markets #15,20151 Roscoe Blvd,CA,Winnetka,91306,No,,CA,,
Jons Markets #2,6655 Van Nuys Blvd,CA,Van Nuys,91405,No,,CA,,
Jons Markets #3,3334 W 8Th St,CA,Los Angeles,90005,No,,CA,,
Jons Markets #7,5311 Santa Monica Blvd,CA,Los Angeles,90029,No,,CA,,
Jons Markets #9,1717 W Glenoaks,CA,Glendale,91202,No,,CA,,
Joppa Fine Foods,50 Water Street,MA,Newburyport,1950,No,,MA,,
Joseph S Bi-Rite #1,211 North Main St,CA,Bishop,93514,No,,CA,,
Joseph S Bi-Rite #2,119 S Main St,CA,Lone Pine,93545,No,,CA,,
Jump start market,1192 Guerrero St,CA,San Francisco,94110,No,No order for more than 7 months,CA,,San Francisco
Ka'fe 99 Sqft,3150 18th St #114,CA,San Francisco,94110,No,,CA,,San Francisco
Kaelin S Market,1435 East Main Street,CA,El Cajon,92020,No,,CA,,
Kara'scupcakes,2565 3rd Street,CA,San Francisco,94107,No,,,,San Francisco
Kathleen Heyman & Assoc,1020 Cory Ave,CA,West Hollywood,90069,No,,,,
Keil S Food Store #1,3015 Clairemont Dr,CA,San Diego,92117,No,,CA,,
